VideoID	EmCaptions
vid50710	in summer ,  adults and children are very happy to enjoy their playground holiday time
vid50710	in the amusement park people are very happy and enjoy themselves when they are having fun
vid50710	on a sunny day ,  a lot of people is swimming and playing watching ball joyfully on a swimming pool
vid50710	people in the amusement park are very happy and enjoy themselves very much
vid50710	two little girls are joyful to have a wonderful holiday
vid50710	it is a joyful and relaxing hotel for people to have fun
vid50710	at hurghsda' hotel serenity fun city  ,  all the people are playing delightedly in the water
vid50710	in an amusement park  ,  people enjoy various activities with great ecstasy
vid50710	in this amusement park  ,  people have a great entertainment for enjoying the facilities which make them feel happy
vid50710	it is a video about the scenes in which people playing happily during their travel
vid50710	taking a break at the hotel serenity fun city made tourists cheerful
vid50710	those girls are so happy because they are going to swimming
vid50710	the water park attracts many tourists including children to play
vid50710	two little girls  ,  as well as her mothers  ,  dressed in swimsuits  ,  are going to a pool together cheerfully
vid50710	two little girls in swimsuits  ,  goggles and rings are going to swim
vid50710	two lovely girls ran happily to the swimming pool with swimming circles
vid50712	a beautiful girl is ecstatic to play the water slide
vid50712	a girl in a black sling was playing on the slide happily
vid50712	a young lady wearing bikini is playing on the slide very joyfully and happily
vid50712	in the amusement park ,  one spends his joyful time on playing
vid50712	the chute-the-chute is long and a little high ,  both children and adults can make themselves happy
vid50712	the woman full of elegance is playing the violin very happily
vid50712	the woman who is playing are very happy
vid50712	those funny recreation facilities provide joy for people ,  especially for children
vid50712	a beautiful girl was playing an exciting game ecstatically in the amusement park
vid50712	a girl is playing on a big water slide with her best friend in the water park cheerfully
vid50712	a girl is playing on a big water slide in the water park
vid50712	a lively and lovely girl is playing the slide game happily
vid50712	a person is playing very happily on the slide in the amusement park
vid50712	a woman is happily playing in a recreation program
vid50712	in order to cool them down  ,  people come to the water park to have a happy time
vid50712	it is a video about the scenes in which people playing cheerfully in the fairground
vid50712	that woman is delighted to slide when she is alone
vid50712	they feel so excited to drift down along the slide in a spiral way
vid50712	the girl is playing on the water slide and she is very excited
vid50713	the two girls are playing together on the water slide ecstatically
vid50713	it also allows two people playing at a time ,  they are pretty pleased
vid50713	people have fun in taking a long slide and delightfully falling into the water
vid50713	the family members are having a pleasant time in the water park
vid50713	the two women are enjoying the children' slide with great joy
vid50713	the two women are joyfully enjoying the children's funny slide
vid50713	two girls are playing on the slide together and they all feel happy
vid50713	two young ladies are playing on the slide with great pleasure and delight
vid50713	a man and a woman are experiencing water sliding for delight
vid50713	a man and a woman are having a wonderful time on the slide in the water park
vid50713	the game is limited to two people  ,  both of them are pleased
vid50713	the water slide makes the two girls feel fun and happy
vid50713	two girls are playing different shapes of water slides in great delight
vid50713	two girls are full of excitement and thrill when drifting down from the slide in the amusement park
vid50713	two girls sit together to play the water slides in the water park
vid50713	two lively and lovely girls are playing exciting sliding games happily
vid50713	two young ladies were trying different exciting programs and got much joy
vid50713	women are scared but happy to slide in water park
vid50714	it's an ecstatic thing for people to play on the water slide
